OrderDate,ParentProductIdNew,ParentProductNew,ProductCategoryNew,ArtistNameNew,total_qty_sales,Selling Price,productListViews,productListClicks
01-01-2019,11,Product 11,Category 1,TSSOS,3,399,,
01-01-2019,114,Product 114,Category 8,TSSA,10,549,,
01-01-2019,98,Product 98,Category 8,TSSHT,8,499,,
01-01-2019,97,Product 97,Category 8,TSSF,6,549,,
01-01-2019,8,Product 8,Category 1,TSSML,6,399,,
01-01-2019,16,Product 16,Category 1,TSSOS,3,399,,
01-01-2019,15,Product 15,Category 1,TSSOS,4,399,,
01-01-2019,12,Product 12,Category 1,TSSOS,3,399,,
01-01-2019,2,Product 2,Category 1,TSSCC,4,399,,
01-01-2019,5,Product 5,Category 1,TSSF,7,399,,
01-01-2019,6,Product 6,Category 1,TSSML,3,399,,
01-01-2019,7,Product 7,Category 1,TSSML,4,399,,
01-01-2019,107,Product 107,Category 8,TSSOS,11,686,,
01-01-2019,105,Product 105,Category 8,TSSOS,14,499,,
01-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
01-01-2019,57,Product 57,Category 4,TSSML,24,1299,,
01-01-2019,53,Product 53,Category 4,TSSHT,22,1499,,
01-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
01-01-2019,3,Product 3,Category 1,TSSCC,2,399,,
01-01-2019,50,Product 50,Category 4,TSSCC,27,1299,,
01-01-2019,10,Product 10,Category 1,TSSOS,5,399,,
01-01-2019,110,Product 110,Category 8,TSSOS,6,449,,
01-01-2019,94,Product 94,Category 8,TSSF,23,522,,
01-01-2019,102,Product 102,Category 8,TSSML,22,599,,
01-01-2019,111,Product 111,Category 8,TSSOS,3,449,,
01-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
01-01-2019,95,Product 95,Category 8,TSSF,50,520,,
01-01-2019,4,Product 4,Category 1,TSSDP,5,399,,
01-01-2019,106,Product 106,Category 8,TSSOS,1,549,,
01-01-2019,60,Product 60,Category 4,TSSOS,8,1299,,
02-01-2019,11,Product 11,Category 1,TSSOS,10,399,,
02-01-2019,114,Product 114,Category 8,TSSA,8,627,,
02-01-2019,98,Product 98,Category 8,TSSHT,12,544,,
02-01-2019,97,Product 97,Category 8,TSSF,7,549,,
02-01-2019,8,Product 8,Category 1,TSSML,6,399,,
02-01-2019,16,Product 16,Category 1,TSSOS,6,399,,
02-01-2019,15,Product 15,Category 1,TSSOS,10,399,,
02-01-2019,12,Product 12,Category 1,TSSOS,4,399,,
02-01-2019,2,Product 2,Category 1,TSSCC,8,399,,
02-01-2019,5,Product 5,Category 1,TSSF,4,399,,
02-01-2019,6,Product 6,Category 1,TSSML,6,399,,
02-01-2019,7,Product 7,Category 1,TSSML,7,399,,
02-01-2019,107,Product 107,Category 8,TSSOS,13,499,,
02-01-2019,105,Product 105,Category 8,TSSOS,10,499,,
02-01-2019,54,Product 54,Category 4,TSSLO,16,1299,,
02-01-2019,57,Product 57,Category 4,TSSML,25,1299,,
02-01-2019,53,Product 53,Category 4,TSSHT,24,1499,,
02-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
02-01-2019,3,Product 3,Category 1,TSSCC,7,399,,
02-01-2019,50,Product 50,Category 4,TSSCC,31,1299,,
02-01-2019,10,Product 10,Category 1,TSSOS,1,399,,
02-01-2019,110,Product 110,Category 8,TSSOS,6,449,,
02-01-2019,94,Product 94,Category 8,TSSF,20,499,,
02-01-2019,102,Product 102,Category 8,TSSML,16,599,,
02-01-2019,111,Product 111,Category 8,TSSOS,7,524,,
02-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
02-01-2019,95,Product 95,Category 8,TSSF,54,561,,
02-01-2019,4,Product 4,Category 1,TSSDP,7,399,,
02-01-2019,90,Product 90,Category 8,TSSCC,1,549,,
02-01-2019,60,Product 60,Category 4,TSSOS,22,1299,,
03-01-2019,11,Product 11,Category 1,TSSOS,8,399,,
03-01-2019,114,Product 114,Category 8,TSSA,14,549,,
03-01-2019,98,Product 98,Category 8,TSSHT,12,499,,
03-01-2019,97,Product 97,Category 8,TSSF,8,627,,
03-01-2019,8,Product 8,Category 1,TSSML,6,399,,
03-01-2019,16,Product 16,Category 1,TSSOS,1,399,,
03-01-2019,15,Product 15,Category 1,TSSOS,5,399,,
03-01-2019,12,Product 12,Category 1,TSSOS,4,399,,
03-01-2019,2,Product 2,Category 1,TSSCC,1,399,,
03-01-2019,5,Product 5,Category 1,TSSF,5,399,,
03-01-2019,6,Product 6,Category 1,TSSML,6,399,,
03-01-2019,7,Product 7,Category 1,TSSML,11,399,,
03-01-2019,107,Product 107,Category 8,TSSOS,10,499,,
03-01-2019,105,Product 105,Category 8,TSSOS,13,499,,
03-01-2019,54,Product 54,Category 4,TSSLO,10,1299,,
03-01-2019,57,Product 57,Category 4,TSSML,28,1287,,
03-01-2019,53,Product 53,Category 4,TSSHT,19,1499,,
03-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
03-01-2019,3,Product 3,Category 1,TSSCC,4,399,,
03-01-2019,50,Product 50,Category 4,TSSCC,16,1299,,
03-01-2019,10,Product 10,Category 1,TSSOS,4,399,,
03-01-2019,110,Product 110,Category 8,TSSOS,8,449,,
03-01-2019,94,Product 94,Category 8,TSSF,21,552,,
03-01-2019,102,Product 102,Category 8,TSSML,10,599,,
03-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
03-01-2019,113,Product 113,Category 8,TSSOS,1,549,,
03-01-2019,95,Product 95,Category 8,TSSF,66,507,,
03-01-2019,4,Product 4,Category 1,TSSDP,6,399,,
03-01-2019,90,Product 90,Category 8,TSSCC,1,549,,
03-01-2019,106,Product 106,Category 8,TSSOS,2,549,,
03-01-2019,60,Product 60,Category 4,TSSOS,16,1299,,
04-01-2019,11,Product 11,Category 1,TSSOS,7,399,,
04-01-2019,114,Product 114,Category 8,TSSA,5,549,,
04-01-2019,98,Product 98,Category 8,TSSHT,9,499,,
04-01-2019,97,Product 97,Category 8,TSSF,8,549,,
04-01-2019,8,Product 8,Category 1,TSSML,4,399,,
04-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
04-01-2019,15,Product 15,Category 1,TSSOS,10,399,,
04-01-2019,12,Product 12,Category 1,TSSOS,4,399,,
04-01-2019,2,Product 2,Category 1,TSSCC,4,399,,
04-01-2019,5,Product 5,Category 1,TSSF,6,399,,
04-01-2019,6,Product 6,Category 1,TSSML,6,399,,
04-01-2019,7,Product 7,Category 1,TSSML,9,399,,
04-01-2019,107,Product 107,Category 8,TSSOS,9,499,,
04-01-2019,105,Product 105,Category 8,TSSOS,11,499,,
04-01-2019,54,Product 54,Category 4,TSSLO,10,1299,,
04-01-2019,57,Product 57,Category 4,TSSML,14,1299,,
04-01-2019,53,Product 53,Category 4,TSSHT,20,1499,,
04-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
04-01-2019,3,Product 3,Category 1,TSSCC,4,399,,
04-01-2019,50,Product 50,Category 4,TSSCC,22,1299,,
04-01-2019,10,Product 10,Category 1,TSSOS,5,399,,
04-01-2019,110,Product 110,Category 8,TSSOS,6,449,,
04-01-2019,94,Product 94,Category 8,TSSF,24,499,,
04-01-2019,102,Product 102,Category 8,TSSML,19,599,,
04-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
04-01-2019,113,Product 113,Category 8,TSSOS,4,549,,
04-01-2019,95,Product 95,Category 8,TSSF,68,514,,
04-01-2019,4,Product 4,Category 1,TSSDP,5,399,,
04-01-2019,90,Product 90,Category 8,TSSCC,28,503,,
04-01-2019,60,Product 60,Category 4,TSSOS,15,1299,,
05-01-2019,11,Product 11,Category 1,TSSOS,4,399,,
05-01-2019,114,Product 114,Category 8,TSSA,14,549,,
05-01-2019,98,Product 98,Category 8,TSSHT,7,499,,
05-01-2019,97,Product 97,Category 8,TSSF,3,549,,
05-01-2019,8,Product 8,Category 1,TSSML,5,399,,
05-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
05-01-2019,15,Product 15,Category 1,TSSOS,5,399,,
05-01-2019,12,Product 12,Category 1,TSSOS,2,399,,
05-01-2019,2,Product 2,Category 1,TSSCC,5,399,,
05-01-2019,5,Product 5,Category 1,TSSF,3,399,,
05-01-2019,7,Product 7,Category 1,TSSML,6,399,,
05-01-2019,107,Product 107,Category 8,TSSOS,17,499,,
05-01-2019,105,Product 105,Category 8,TSSOS,14,499,,
05-01-2019,54,Product 54,Category 4,TSSLO,7,1299,,
05-01-2019,57,Product 57,Category 4,TSSML,15,1299,,
05-01-2019,53,Product 53,Category 4,TSSHT,24,1499,,
05-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
05-01-2019,3,Product 3,Category 1,TSSCC,2,399,,
05-01-2019,50,Product 50,Category 4,TSSCC,20,1299,,
05-01-2019,10,Product 10,Category 1,TSSOS,2,399,,
05-01-2019,110,Product 110,Category 8,TSSOS,8,449,,
05-01-2019,94,Product 94,Category 8,TSSF,26,519,,
05-01-2019,102,Product 102,Category 8,TSSML,21,599,,
05-01-2019,111,Product 111,Category 8,TSSOS,3,449,,
05-01-2019,95,Product 95,Category 8,TSSF,52,519,,
05-01-2019,4,Product 4,Category 1,TSSDP,6,399,,
05-01-2019,90,Product 90,Category 8,TSSCC,22,499,,
05-01-2019,60,Product 60,Category 4,TSSOS,12,1299,,
06-01-2019,11,Product 11,Category 1,TSSOS,7,399,,
06-01-2019,114,Product 114,Category 8,TSSA,1,549,,
06-01-2019,98,Product 98,Category 8,TSSHT,13,541,,
06-01-2019,97,Product 97,Category 8,TSSF,5,549,,
06-01-2019,8,Product 8,Category 1,TSSML,6,399,,
06-01-2019,16,Product 16,Category 1,TSSOS,4,399,,
06-01-2019,15,Product 15,Category 1,TSSOS,8,399,,
06-01-2019,12,Product 12,Category 1,TSSOS,2,399,,
06-01-2019,2,Product 2,Category 1,TSSCC,2,399,,
06-01-2019,5,Product 5,Category 1,TSSF,8,399,,
06-01-2019,6,Product 6,Category 1,TSSML,8,399,,
06-01-2019,7,Product 7,Category 1,TSSML,2,399,,
06-01-2019,107,Product 107,Category 8,TSSOS,12,499,,
06-01-2019,105,Product 105,Category 8,TSSOS,17,499,,
06-01-2019,54,Product 54,Category 4,TSSLO,4,1299,,
06-01-2019,57,Product 57,Category 4,TSSML,7,1299,,
06-01-2019,53,Product 53,Category 4,TSSHT,13,1624,,
06-01-2019,13,Product 13,Category 1,TSSOS,2,399,,
06-01-2019,3,Product 3,Category 1,TSSCC,5,399,,
06-01-2019,50,Product 50,Category 4,TSSCC,23,1299,,
06-01-2019,10,Product 10,Category 1,TSSOS,6,399,,
06-01-2019,110,Product 110,Category 8,TSSOS,12,449,,
06-01-2019,94,Product 94,Category 8,TSSF,34,499,,
06-01-2019,102,Product 102,Category 8,TSSML,17,599,,
06-01-2019,111,Product 111,Category 8,TSSOS,4,449,,
06-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
06-01-2019,95,Product 95,Category 8,TSSF,68,499,,
06-01-2019,4,Product 4,Category 1,TSSDP,6,399,,
06-01-2019,90,Product 90,Category 8,TSSCC,25,499,,
06-01-2019,60,Product 60,Category 4,TSSOS,4,1299,,
07-01-2019,11,Product 11,Category 1,TSSOS,6,399,,
07-01-2019,114,Product 114,Category 8,TSSA,10,686,,
07-01-2019,98,Product 98,Category 8,TSSHT,12,499,,
07-01-2019,97,Product 97,Category 8,TSSF,7,549,,
07-01-2019,8,Product 8,Category 1,TSSML,9,399,,
07-01-2019,16,Product 16,Category 1,TSSOS,6,399,,
07-01-2019,15,Product 15,Category 1,TSSOS,17,399,,
07-01-2019,12,Product 12,Category 1,TSSOS,4,399,,
07-01-2019,2,Product 2,Category 1,TSSCC,4,399,,
07-01-2019,5,Product 5,Category 1,TSSF,8,399,,
07-01-2019,6,Product 6,Category 1,TSSML,3,399,,
07-01-2019,7,Product 7,Category 1,TSSML,7,399,,
07-01-2019,107,Product 107,Category 8,TSSOS,17,499,,
07-01-2019,105,Product 105,Category 8,TSSOS,9,499,,
07-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
07-01-2019,57,Product 57,Category 4,TSSML,11,1299,,
07-01-2019,53,Product 53,Category 4,TSSHT,4,1499,,
07-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
07-01-2019,3,Product 3,Category 1,TSSCC,6,479,,
07-01-2019,50,Product 50,Category 4,TSSCC,14,1299,,
07-01-2019,10,Product 10,Category 1,TSSOS,4,399,,
07-01-2019,110,Product 110,Category 8,TSSOS,8,449,,
07-01-2019,94,Product 94,Category 8,TSSF,23,499,,
07-01-2019,102,Product 102,Category 8,TSSML,17,599,,
07-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
07-01-2019,113,Product 113,Category 8,TSSOS,4,549,,
07-01-2019,95,Product 95,Category 8,TSSF,68,499,,
07-01-2019,4,Product 4,Category 1,TSSDP,7,399,,
07-01-2019,90,Product 90,Category 8,TSSCC,17,499,,
08-01-2019,11,Product 11,Category 1,TSSOS,5,399,,
08-01-2019,114,Product 114,Category 8,TSSA,17,667,,
08-01-2019,98,Product 98,Category 8,TSSHT,10,499,,
08-01-2019,97,Product 97,Category 8,TSSF,5,549,,
08-01-2019,8,Product 8,Category 1,TSSML,7,399,,
08-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
08-01-2019,15,Product 15,Category 1,TSSOS,7,399,,
08-01-2019,12,Product 12,Category 1,TSSOS,2,399,,
08-01-2019,2,Product 2,Category 1,TSSCC,5,399,,
08-01-2019,5,Product 5,Category 1,TSSF,8,399,,
08-01-2019,6,Product 6,Category 1,TSSML,5,399,,
08-01-2019,7,Product 7,Category 1,TSSML,6,399,,
08-01-2019,107,Product 107,Category 8,TSSOS,11,499,,
08-01-2019,105,Product 105,Category 8,TSSOS,11,499,,
08-01-2019,54,Product 54,Category 4,TSSLO,3,1299,,
08-01-2019,57,Product 57,Category 4,TSSML,13,1299,,
08-01-2019,53,Product 53,Category 4,TSSHT,6,1499,,
08-01-2019,13,Product 13,Category 1,TSSOS,2,399,,
08-01-2019,3,Product 3,Category 1,TSSCC,1,399,,
08-01-2019,50,Product 50,Category 4,TSSCC,22,1299,,
08-01-2019,10,Product 10,Category 1,TSSOS,3,399,,
08-01-2019,110,Product 110,Category 8,TSSOS,4,449,,
08-01-2019,94,Product 94,Category 8,TSSF,28,499,,
08-01-2019,102,Product 102,Category 8,TSSML,8,599,,
08-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
08-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
08-01-2019,95,Product 95,Category 8,TSSF,63,507,,
08-01-2019,4,Product 4,Category 1,TSSDP,5,399,,
08-01-2019,90,Product 90,Category 8,TSSCC,14,499,,
08-01-2019,60,Product 60,Category 4,TSSOS,3,1299,,
09-01-2019,11,Product 11,Category 1,TSSOS,14,399,,
09-01-2019,114,Product 114,Category 8,TSSA,2,549,,
09-01-2019,98,Product 98,Category 8,TSSHT,14,499,,
09-01-2019,97,Product 97,Category 8,TSSF,4,549,,
09-01-2019,8,Product 8,Category 1,TSSML,7,399,,
09-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
09-01-2019,15,Product 15,Category 1,TSSOS,12,399,,
09-01-2019,12,Product 12,Category 1,TSSOS,8,399,,
09-01-2019,2,Product 2,Category 1,TSSCC,6,399,,
09-01-2019,5,Product 5,Category 1,TSSF,15,399,,
09-01-2019,6,Product 6,Category 1,TSSML,7,399,,
09-01-2019,7,Product 7,Category 1,TSSML,8,399,,
09-01-2019,107,Product 107,Category 8,TSSOS,11,499,,
09-01-2019,105,Product 105,Category 8,TSSOS,12,499,,
09-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
09-01-2019,57,Product 57,Category 4,TSSML,8,1299,,
09-01-2019,53,Product 53,Category 4,TSSHT,4,1499,,
09-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
09-01-2019,3,Product 3,Category 1,TSSCC,2,399,,
09-01-2019,50,Product 50,Category 4,TSSCC,10,1299,,
09-01-2019,10,Product 10,Category 1,TSSOS,7,399,,
09-01-2019,110,Product 110,Category 8,TSSOS,2,449,,
09-01-2019,94,Product 94,Category 8,TSSF,34,514,,
09-01-2019,102,Product 102,Category 8,TSSML,14,599,,
09-01-2019,111,Product 111,Category 8,TSSOS,1,449,,
09-01-2019,113,Product 113,Category 8,TSSOS,1,549,,
09-01-2019,95,Product 95,Category 8,TSSF,48,510,,
09-01-2019,4,Product 4,Category 1,TSSDP,6,399,,
09-01-2019,90,Product 90,Category 8,TSSCC,18,499,,
09-01-2019,60,Product 60,Category 4,TSSOS,4,1299,,
10-01-2019,11,Product 11,Category 1,TSSOS,8,399,,
10-01-2019,114,Product 114,Category 8,TSSA,3,549,,
10-01-2019,98,Product 98,Category 8,TSSHT,7,499,,
10-01-2019,97,Product 97,Category 8,TSSF,6,549,,
10-01-2019,8,Product 8,Category 1,TSSML,5,399,,
10-01-2019,16,Product 16,Category 1,TSSOS,6,399,,
10-01-2019,15,Product 15,Category 1,TSSOS,9,399,,
10-01-2019,12,Product 12,Category 1,TSSOS,3,399,,
10-01-2019,2,Product 2,Category 1,TSSCC,6,399,,
10-01-2019,5,Product 5,Category 1,TSSF,8,456,,
10-01-2019,6,Product 6,Category 1,TSSML,3,399,,
10-01-2019,7,Product 7,Category 1,TSSML,5,399,,
10-01-2019,107,Product 107,Category 8,TSSOS,7,499,,
10-01-2019,105,Product 105,Category 8,TSSOS,10,499,,
10-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
10-01-2019,57,Product 57,Category 4,TSSML,9,1299,,
10-01-2019,53,Product 53,Category 4,TSSHT,1,1499,,
10-01-2019,13,Product 13,Category 1,TSSOS,4,399,,
10-01-2019,50,Product 50,Category 4,TSSCC,14,1299,,
10-01-2019,10,Product 10,Category 1,TSSOS,4,399,,
10-01-2019,110,Product 110,Category 8,TSSOS,6,449,,
10-01-2019,94,Product 94,Category 8,TSSF,26,519,,
10-01-2019,102,Product 102,Category 8,TSSML,14,599,,
10-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
10-01-2019,113,Product 113,Category 8,TSSOS,1,549,,
10-01-2019,95,Product 95,Category 8,TSSF,42,499,,
10-01-2019,112,Product 112,Category 8,TSSOS,5,449,,
10-01-2019,4,Product 4,Category 1,TSSDP,5,399,,
10-01-2019,90,Product 90,Category 8,TSSCC,15,499,,
10-01-2019,60,Product 60,Category 4,TSSOS,5,1299,,
11-01-2019,11,Product 11,Category 1,TSSOS,11,439,,
11-01-2019,114,Product 114,Category 8,TSSA,2,549,,
11-01-2019,98,Product 98,Category 8,TSSHT,10,499,,
11-01-2019,97,Product 97,Category 8,TSSF,12,549,,
11-01-2019,8,Product 8,Category 1,TSSML,7,399,,
11-01-2019,16,Product 16,Category 1,TSSOS,4,399,,
11-01-2019,15,Product 15,Category 1,TSSOS,9,399,,
11-01-2019,12,Product 12,Category 1,TSSOS,3,399,,
11-01-2019,2,Product 2,Category 1,TSSCC,1,399,,
11-01-2019,5,Product 5,Category 1,TSSF,15,460,,
11-01-2019,6,Product 6,Category 1,TSSML,9,399,,
11-01-2019,7,Product 7,Category 1,TSSML,6,399,,
11-01-2019,107,Product 107,Category 8,TSSOS,6,499,,
11-01-2019,105,Product 105,Category 8,TSSOS,9,499,,
11-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
11-01-2019,57,Product 57,Category 4,TSSML,10,1443,,
11-01-2019,53,Product 53,Category 4,TSSHT,5,1499,,
11-01-2019,13,Product 13,Category 1,TSSOS,3,399,,
11-01-2019,3,Product 3,Category 1,TSSCC,3,399,,
11-01-2019,50,Product 50,Category 4,TSSCC,21,1299,,
11-01-2019,10,Product 10,Category 1,TSSOS,3,399,,
11-01-2019,110,Product 110,Category 8,TSSOS,4,449,,
11-01-2019,94,Product 94,Category 8,TSSF,19,499,,
11-01-2019,102,Product 102,Category 8,TSSML,23,599,,
11-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
11-01-2019,95,Product 95,Category 8,TSSF,56,508,,
11-01-2019,112,Product 112,Category 8,TSSOS,4,449,,
11-01-2019,4,Product 4,Category 1,TSSDP,12,399,,
11-01-2019,90,Product 90,Category 8,TSSCC,12,499,,
11-01-2019,60,Product 60,Category 4,TSSOS,4,1299,,
12-01-2019,11,Product 11,Category 1,TSSOS,7,399,,
12-01-2019,114,Product 114,Category 8,TSSA,11,549,,
12-01-2019,98,Product 98,Category 8,TSSHT,13,499,,
12-01-2019,97,Product 97,Category 8,TSSF,4,549,,
12-01-2019,8,Product 8,Category 1,TSSML,12,399,,
12-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
12-01-2019,15,Product 15,Category 1,TSSOS,8,399,,
12-01-2019,12,Product 12,Category 1,TSSOS,2,399,,
12-01-2019,5,Product 5,Category 1,TSSF,10,443,,
12-01-2019,6,Product 6,Category 1,TSSML,3,399,,
12-01-2019,7,Product 7,Category 1,TSSML,3,399,,
12-01-2019,107,Product 107,Category 8,TSSOS,8,499,,
12-01-2019,105,Product 105,Category 8,TSSOS,13,499,,
12-01-2019,54,Product 54,Category 4,TSSLO,10,1299,,
12-01-2019,57,Product 57,Category 4,TSSML,2,1299,,
12-01-2019,53,Product 53,Category 4,TSSHT,4,1499,,
12-01-2019,13,Product 13,Category 1,TSSOS,1,399,,
12-01-2019,3,Product 3,Category 1,TSSCC,2,399,,
12-01-2019,50,Product 50,Category 4,TSSCC,17,1299,,
12-01-2019,10,Product 10,Category 1,TSSOS,3,399,,
12-01-2019,110,Product 110,Category 8,TSSOS,7,449,,
12-01-2019,94,Product 94,Category 8,TSSF,24,521,,
12-01-2019,102,Product 102,Category 8,TSSML,9,599,,
12-01-2019,111,Product 111,Category 8,TSSOS,3,449,,
12-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
12-01-2019,95,Product 95,Category 8,TSSF,37,499,,
12-01-2019,112,Product 112,Category 8,TSSOS,9,449,,
12-01-2019,4,Product 4,Category 1,TSSDP,4,399,,
12-01-2019,90,Product 90,Category 8,TSSCC,16,499,,
12-01-2019,60,Product 60,Category 4,TSSOS,2,1299,,
13-01-2019,11,Product 11,Category 1,TSSOS,13,399,,
13-01-2019,114,Product 114,Category 8,TSSA,5,549,,
13-01-2019,98,Product 98,Category 8,TSSHT,7,499,,
13-01-2019,97,Product 97,Category 8,TSSF,7,549,,
13-01-2019,8,Product 8,Category 1,TSSML,6,399,,
13-01-2019,16,Product 16,Category 1,TSSOS,4,399,,
13-01-2019,15,Product 15,Category 1,TSSOS,6,399,,
13-01-2019,12,Product 12,Category 1,TSSOS,5,399,,
13-01-2019,2,Product 2,Category 1,TSSCC,3,599,,
13-01-2019,5,Product 5,Category 1,TSSF,6,399,,
13-01-2019,6,Product 6,Category 1,TSSML,3,399,,
13-01-2019,7,Product 7,Category 1,TSSML,5,399,,
13-01-2019,107,Product 107,Category 8,TSSOS,10,499,,
13-01-2019,105,Product 105,Category 8,TSSOS,17,499,,
13-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
13-01-2019,13,Product 13,Category 1,TSSOS,2,399,,
13-01-2019,3,Product 3,Category 1,TSSCC,9,399,,
13-01-2019,50,Product 50,Category 4,TSSCC,16,1386,,
13-01-2019,10,Product 10,Category 1,TSSOS,4,399,,
13-01-2019,110,Product 110,Category 8,TSSOS,3,449,,
13-01-2019,94,Product 94,Category 8,TSSF,21,524,,
13-01-2019,102,Product 102,Category 8,TSSML,18,634,,
13-01-2019,111,Product 111,Category 8,TSSOS,4,449,,
13-01-2019,113,Product 113,Category 8,TSSOS,2,549,,
13-01-2019,95,Product 95,Category 8,TSSF,38,499,,
13-01-2019,112,Product 112,Category 8,TSSOS,6,449,,
13-01-2019,4,Product 4,Category 1,TSSDP,4,399,,
13-01-2019,90,Product 90,Category 8,TSSCC,19,499,,
14-01-2019,11,Product 11,Category 1,TSSOS,10,399,,
14-01-2019,114,Product 114,Category 8,TSSA,10,686,,
14-01-2019,98,Product 98,Category 8,TSSHT,12,499,,
14-01-2019,97,Product 97,Category 8,TSSF,7,549,,
14-01-2019,8,Product 8,Category 1,TSSML,10,399,,
14-01-2019,15,Product 15,Category 1,TSSOS,3,399,,
14-01-2019,12,Product 12,Category 1,TSSOS,1,399,,
14-01-2019,5,Product 5,Category 1,TSSF,10,399,,
14-01-2019,6,Product 6,Category 1,TSSML,5,399,,
14-01-2019,7,Product 7,Category 1,TSSML,10,399,,
14-01-2019,107,Product 107,Category 8,TSSOS,14,499,,
14-01-2019,105,Product 105,Category 8,TSSOS,10,499,,
14-01-2019,54,Product 54,Category 4,TSSLO,8,1299,,
14-01-2019,57,Product 57,Category 4,TSSML,3,1299,,
14-01-2019,53,Product 53,Category 4,TSSHT,3,1499,,
14-01-2019,13,Product 13,Category 1,TSSOS,5,399,,
14-01-2019,3,Product 3,Category 1,TSSCC,1,399,,
14-01-2019,50,Product 50,Category 4,TSSCC,10,1299,,
14-01-2019,10,Product 10,Category 1,TSSOS,3,399,,
14-01-2019,110,Product 110,Category 8,TSSOS,6,449,,
14-01-2019,94,Product 94,Category 8,TSSF,27,561,,
14-01-2019,102,Product 102,Category 8,TSSML,19,599,,
14-01-2019,111,Product 111,Category 8,TSSOS,2,449,,
14-01-2019,113,Product 113,Category 8,TSSOS,1,549,,
14-01-2019,95,Product 95,Category 8,TSSF,45,499,,
14-01-2019,112,Product 112,Category 8,TSSOS,4,449,,
14-01-2019,4,Product 4,Category 1,TSSDP,3,399,,
14-01-2019,90,Product 90,Category 8,TSSCC,13,499,,
14-01-2019,60,Product 60,Category 4,TSSOS,2,1299,,
15-01-2019,11,Product 11,Category 1,TSSOS,8,399,,
15-01-2019,114,Product 114,Category 8,TSSA,5,549,,
15-01-2019,98,Product 98,Category 8,TSSHT,9,499,,
15-01-2019,97,Product 97,Category 8,TSSF,17,514,,
15-01-2019,8,Product 8,Category 1,TSSML,4,399,,
15-01-2019,16,Product 16,Category 1,TSSOS,2,399,,
15-01-2019,15,Product 15,Category 1,TSSOS,3,399,,
15-01-2019,12,Product 12,Category 1,TSSOS,2,399,,
15-01-2019,2,Product 2,Category 1,TSSCC,2,399,,
15-01-2019,5,Product 5,Category 1,TSSF,10,399,,
15-01-2019,6,Product 6,Category 1,TSSML,2,399,,
15-01-2019,7,Product 7,Category 1,TSSML,5,399,,
15-01-2019,107,Product 107,Category 8,TSSOS,12,499,,
15-01-2019,105,Product 105,Category 8,TSSOS,4,499,,
15-01-2019,54,Product 54,Category 4,TSSLO,6,1299,,
15-01-2019,57,Product 57,Category 4,TSSML,1,1299,,
15-01-2019,53,Product 53,Category 4,TSSHT,1,1499,,
15-01-2019,13,Product 13,Category 1,TSSOS,4,399,,
15-01-2019,3,Product 3,Category 1,TSSCC,2,399,,
15-01-2019,50,Product 50,Category 4,TSSCC,5,1299,,
15-01-2019,10,Product 10,Category 1,TSSOS,4,399,,
15-01-2019,110,Product 110,Category 8,TSSOS,4,449,,
15-01-2019,94,Product 94,Category 8,TSSF,17,499,,
15-01-2019,102,Product 102,Category 8,TSSML,9,599,,
15-01-2019,111,Product 111,Category 8,TSSOS,3,449,,
15-01-2019,95,Product 95,Category 8,TSSF,33,499,,
15-01-2019,112,Product 112,Category 8,TSSOS,7,449,,
15-01-2019,4,Product 4,Category 1,TSSDP,5,399,,
15-01-2019,90,Product 90,Category 8,TSSCC,22,499,,
15-01-2019,106,Product 106,Category 8,TSSOS,3,549,,
15-01-2019,60,Product 60,Category 4,TSSOS,3,1299,,
16-01-2019,11,Product 11,Category 1,TSSOS,6,399,,
16-01-2019,114,Product 114,Category 8,TSSA,11,2013,,
16-01-2019,98,Product 98,Category 8,TSSHT,7,499,,
16-01-2019,97,Product 97,Category 8,TSSF,6,499,,
16-01-2019,8,Product 8,Category 1,TSSML,7,399,,
